CountryCode,CountryName,Year,Schooling,MinWage,Unemployment,MinWage_Growth,Unemployment_LastYear,Cluster
TLS,Timor-Leste,2016,5.260240078,274.594,4.657,9.692805496744295,3.678,1
TLS,Timor-Leste,2017,5.44069493,298.065,4.248,8.547528350947209,4.657,1
TLS,Timor-Leste,2018,5.627340364,286.026,3.778,-4.039051884656031,4.248,1
TLS,Timor-Leste,2019,5.820388753,276.574,3.097,-3.304594687196272,3.778,1
TLS,Timor-Leste,2020,6.020059751,266.989,2.782,-3.465618604785714,3.097,1
TLS,Timor-Leste,2021,6.226580551,258.11,2.344,-3.3256051747450166,2.782,1
TLS,Timor-Leste,2022,6.226580551,260.516,1.537,0.9321607066754556,2.344,1
TLS,Timor-Leste,2023,6.226580551,250.174,1.521,-3.969813754241591,1.537,1
TLS,Timor-Leste,2024,5.791518397555556,252.348,1.603,0.8689951793551698,1.521,1
UZB,Uzbekistan,2015,11.35999966,105.15,5.15,0.0,0.0,2
UZB,Uzbekistan,2016,11.67000008,101.354,5.16,-3.610080836899676,5.15,2
UZB,Uzbekistan,2017,11.72000027,98.441,5.83,-2.8740848905815186,5.16,2
UZB,Uzbekistan,2018,11.77000046,93.254,5.389,-5.269145985920498,5.83,2
UZB,Uzbekistan,2019,11.89999962,288.786,4.932,209.67679670577127,5.389,2
UZB,Uzbekistan,2020,11.88999987,287.981,5.293,-0.2787531251514985,4.932,2
UZB,Uzbekistan,2021,11.88000011,282.806,5.364,-1.7969935516579216,5.293,2
UZB,Uzbekistan,2022,11.90999985,306.742,4.49,8.463752537074898,5.364,2
UZB,Uzbekistan,2023,11.90999985,331.491,4.46,8.068344080693212,4.49,2
UZB,Uzbekistan,2024,11.778888863333334,311.296,4.488,-6.092171431501914,4.46,2
VNM,Vietnam,2015,8.04,340.0,1.848,0.0,0.0,1
VNM,Vietnam,2016,8.123,389.3,1.848,14.500000000000002,1.848,1
VNM,Vietnam,2017,8.205,415.5,1.874,6.730028255843812,1.848,2
VNM,Vietnam,2018,8.288,436.6,1.161,5.078219013237062,1.874,2
VNM,Vietnam,2019,8.37,459.3,1.681,5.19926706367384,1.161,2
VNM,Vietnam,2020,8.455,481.9,2.103,4.920531243196158,1.681,2
VNM,Vietnam,2021,8.455,489.3,2.385,1.5355882963270506,2.103,2
VNM,Vietnam,2022,8.455,543.0,1.523,10.974862047823407,2.385,2
VNM,Vietnam,2023,8.298874999999999,657.8,1.645,21.14180478821361,1.523,2
VNM,Vietnam,2024,8.298874999999999,692.7,1.431,5.305564001216179,1.645,2
